avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure,status
190,engineering,0,0.999,3,0,high,0.858,5,Employed
179,sales,0,0.919,3,0,medium,1,3,Employed
191,management,1,0.571,2,0,low,0.561,3,Employed
130,engineering,1,0.73,2,0,medium,0.38,3,Left
201,engineering,0,0.826,6,0,medium,0.513,5,Employed
271,sales,0,0.514,4,0,low,0.685,3,Employed
293,support,0,0.9,6,0,low,0.114,4,Left
208,IT,0,0.914,3,0,high,0.928,2,Employed
244,sales,0,0.539,4,0,medium,0.719,3,Employed
211,support,0,0.946,2,0,medium,0.263,2,Employed
177,finance,0,0.998,4,0,low,0.716,3,Employed
129,sales,0,0.53,2,0,low,0.471,3,Left
145,finance,0,0.73,2,0,medium,0.449,3,Left
137,IT,0,0.73,4,0,low,0.796,3,Employed
269,support,0,0.861,3,0,low,0.613,4,Employed
240,sales,0,0.922,3,0,low,0.477,3,Employed
179,engineering,0,0.664,4,0,high,0.86,3,Employed
170,sales,0,0.759,4,0,medium,0.574,2,Employed
231,information_technology,0,0.892,5,0,medium,0.445,3,Employed
229,sales,1,0.533,4,0,low,0.973,2,Employed
203,sales,0,0.52,3,0,low,0.71,3,Employed
275,sales,1,0.956,3,0,medium,1,3,Employed
246,product,0,0.767,2,0,medium,0.449,2,Employed
138,procurement,0,0.87,4,0,low,0.77,2,Employed
265,finance,0,0.852,4,0,low,0.692,2,Employed
245,marketing,0,0.63,3,0,medium,0.54,4,Employed
211,sales,0,0.487,3,0,medium,0.75,7,Employed
135,support,0,0.594,6,0,low,0.344,5,Left
245,support,0,0.996,4,0,medium,0.749,5,Left
240,support,1,0.572,2,0,low,1,3,Employed
265,sales,0,0.752,6,0,low,0.85,4,Left
141,IT,0,0.473,3,0,medium,0.752,3,Employed
140,engineering,0,0.458,5,0,low,0.512,5,Employed
201,support,0,0.631,4,0,medium,0.514,3,Employed
271,engineering,0,0.661,4,0,low,0.565,4,Employed
201,sales,0,0.73,5,0,medium,0.651,3,Employed
254,support,0,0.692,3,0,medium,0.73,2,Employed
213,sales,1,0.363,3,1,low,0.732,5,Employed
183,engineering,0,0.637,3,0,low,0.185,3,Employed
275,sales,0,0.966,5,0,low,0.763,5,Left
225,engineering,0,1,4,0,low,0.861,5,Left
142,sales,0,0.883,5,0,medium,0.29,6,Employed
55,temp,0,0.73,1,0,medium,0.669,3,Employed
239,engineering,0,0.675,4,0,low,0.713,3,Employed
189,sales,0,0.838,4,0,low,0.791,2,Employed
157,engineering,0,0.479,2,0,medium,0.346,3,Left
197,engineering,0,0.73,4,0,low,0.148,2,Employed
140,finance,0,0.758,6,0,high,0.873,2,Employed
271,engineering,0,0.816,6,0,medium,0.145,4,Left
193,product,0,0.873,5,0,medium,0.498,3,Employed
154,sales,0,0.62,3,0,medium,0.569,2,Employed
54,temp,0,0.73,1,0,high,0.669,3,Employed
183,finance,0,0.47,5,0,low,0.53,3,Employed
173,sales,0,0.73,4,0,medium,0.54,2,Employed
240,"",0,0.78,4,0,medium,0.911,3,Employed
242,support,1,0.662,3,0,medium,0.87,5,Employed
215,IT,0,0.512,4,0,medium,0.454,4,Employed
186,finance,0,0.717,3,0,medium,0.459,2,Employed
173,finance,0,0.554,4,0,medium,0.223,5,Employed
160,sales,0,0.567,2,0,low,0.365,3,Left
255,sales,0,0.754,4,0,medium,0.536,3,Employed
158,engineering,0,0.73,2,0,low,0.491,3,Left
134,support,0,0.543,2,0,low,0.373,3,Left
273,admin,0,0.855,4,0,medium,0.827,5,Left
191,product,0,0.712,4,0,medium,0.629,3,Employed
226,sales,0,0.887,5,0,medium,0.755,5,Left
199,management,0,0.484,3,0,low,0.25,2,Employed
265,engineering,0,0.73,4,0,low,0.637,3,Employed
167,marketing,0,0.779,5,0,medium,0.75,3,Employed
159,sales,0,0.488,4,0,low,0.511,4,Employed
139,sales,1,0.51,3,0,low,0.67,10,Employed
163,engineering,1,0.893,3,0,high,0.621,3,Employed
248,IT,0,0.93,3,0,medium,0.756,3,Employed
246,support,0,0.976,5,0,medium,0.834,3,Employed
222,finance,0,0.728,5,0,medium,0.986,2,Employed
183,support,0,0.894,3,0,low,0.713,5,Left
300,sales,0,0.84,7,0,medium,0.111,4,Left
247,sales,0,0.585,2,0,medium,0.62,4,Left
309,engineering,0,0.925,6,0,medium,0.73,4,Left
229,product,0,0.767,4,0,medium,0.24,4,Employed
191,sales,0,0.556,4,0,medium,0.773,3,Employed
248,engineering,0,0.815,4,0,low,0.886,3,Employed
133,sales,0,0.557,4,0,low,0.978,3,Employed
229,"",1,0.73,3,0,medium,0.92,2,Employed
143,support,0,0.475,4,0,medium,0.93,2,Employed
221,support,1,0.73,4,0,low,0.683,3,Employed
153,sales,0,0.456,2,0,low,0.453,3,Left
151,sales,0,0.581,2,0,low,0.391,3,Left
129,sales,0,0.542,2,0,low,0.425,3,Left
153,product,0,0.736,4,0,medium,0.66,2,Employed
187,IT,0,0.745,2,0,medium,0.911,2,Employed
267,support,1,0.923,6,0,low,0.112,4,Left
286,product,0,0.833,6,0,low,0.82,4,Left
238,IT,0,0.72,4,0,low,0.98,3,Employed
142,engineering,0,0.684,4,0,low,0.637,2,Employed
293,sales,0,0.818,6,0,low,0.66,5,Left
136,"",0,0.693,3,0,high,0.793,2,Employed
131,sales,0,0.443,2,0,low,0.414,3,Left
143,sales,0,0.718,3,0,medium,0.484,4,Employed
159,engineering,0,0.87,4,0,low,0.913,3,Employed
271,procurement,0,0.936,5,1,medium,0.885,2,Employed
240,marketing,1,0.855,5,0,medium,0.769,6,Left
286,engineering,0,0.962,6,0,medium,0.89,4,Left
270,marketing,1,0.768,3,0,low,0.812,2,Employed
181,IT,0,0.369,3,0,low,0.443,2,Employed
260,support,0,0.73,2,0,low,0.849,2,Employed
266,IT,0,0.627,5,0,low,0.168,7,Employed
148,support,0,0.569,2,0,low,0.365,3,Left
224,sales,0,0.986,2,0,low,0.947,2,Employed
206,support,0,0.636,5,0,medium,0.715,2,Employed
139,procurement,0,0.432,4,0,low,0.795,2,Employed
242,sales,0,0.454,5,0,low,0.547,2,Employed
153,sales,0,0.73,3,0,low,0.951,2,Employed
159,engineering,0,0.6,2,0,high,0.437,3,Left
262,sales,0,0.88,5,0,low,0.824,5,Left
188,engineering,0,0.73,4,0,low,0.628,2,Employed
249,support,0,0.51,4,0,medium,0.554,3,Employed
153,product,0,0.73,2,0,medium,0.452,3,Left
139,marketing,0,0.669,3,0,high,0.783,3,Employed
132,admin,0,0.557,2,0,low,0.458,3,Left
243,IT,0,0.73,4,0,high,0.841,3,Employed
216,sales,1,0.584,3,0,low,0.715,3,Employed
185,procurement,0,0.87,4,0,high,0.556,3,Employed
190,sales,0,0.629,3,0,medium,0.665,10,Employed
135,engineering,0,0.817,4,0,low,0.673,3,Employed
153,engineering,0,0.644,3,0,low,0.784,5,Left
273,"",0,0.871,4,0,low,1,2,Employed
167,engineering,0,0.73,3,0,high,0.695,2,Employed
253,management,0,0.56,4,1,high,0.657,10,Employed
151,engineering,0,0.93,3,0,low,0.92,2,Employed
195,IT,0,0.653,3,0,medium,0.761,2,Employed
228,sales,0,0.871,4,0,low,0.887,5,Left
240,IT,0,0.9,5,0,medium,0.933,5,Left
257,sales,0,0.95,4,0,low,0.891,2,Employed
180,support,0,0.61,3,0,low,0.275,3,Employed
194,finance,0,0.795,4,0,medium,0.818,3,Employed
200,IT,1,0.55,5,0,low,0.755,2,Employed
160,engineering,0,0.73,2,0,low,0.492,3,Left
257,sales,1,0.748,4,0,medium,0.661,10,Employed
249,sales,0,0.653,3,0,medium,0.613,2,Employed
246,finance,0,0.592,4,0,low,0.636,2,Employed
150,sales,0,0.684,3,0,low,0.928,2,Employed
272,sales,0,0.53,5,0,low,0.892,3,Employed
186,admin,1,0.73,3,0,medium,0.791,2,Employed
170,product,0,0.659,4,0,low,0.886,3,Employed
149,sales,1,0.51,3,0,medium,0.723,4,Employed
220,management,0,0.672,4,1,medium,0.464,3,Employed
244,sales,0,0.73,4,0,low,0.567,3,Employed
173,support,0,0.73,4,0,low,0.87,3,Employed
235,support,0,0.973,5,0,medium,0.876,3,Employed
173,engineering,0,0.485,4,0,low,0.859,2,Employed
169,product,1,0.556,3,0,low,0.977,2,Employed
146,sales,0,1,5,0,low,0.731,2,Employed
307,engineering,0,0.857,3,0,low,0.831,5,Left
172,management,0,0.773,3,1,high,0.519,10,Employed
151,sales,0,0.598,3,0,low,0.98,2,Employed
302,sales,0,0.83,7,0,low,0.153,4,Left
269,sales,1,0.545,2,0,medium,0.515,2,Employed
97,temp,1,0.73,2,0,low,0.669,3,Employed
199,finance,1,0.952,3,0,high,0.653,3,Employed
169,information_technology,0,0.536,5,0,medium,0.266,5,Employed
226,management,0,0.93,5,0,medium,0.866,5,Left
259,product,0,0.528,5,0,medium,0.16,5,Employed
189,finance,0,0.843,3,0,low,0.744,3,Employed
234,engineering,1,0.73,3,0,medium,0.585,3,Employed
197,"",0,0.781,3,0,low,1,2,Employed
289,support,0,1,6,0,medium,0.125,5,Left
141,sales,1,0.73,5,0,medium,0.939,2,Employed
255,engineering,0,0.522,3,0,high,0.867,5,Left
226,"",0,0.869,3,0,low,0.763,2,Employed
164,"",0,0.714,4,0,low,0.539,2,Employed
162,sales,0,0.843,4,0,low,0.283,3,Employed
228,sales,0,0.73,4,0,medium,0.648,3,Employed
269,sales,0,0.823,6,0,low,0.59,4,Left
214,IT,0,0.85,3,0,low,0.726,3,Employed
257,sales,1,0.953,3,0,low,0.199,4,Employed
148,engineering,0,0.929,4,0,medium,0.969,3,Employed
248,sales,0,0.865,5,0,low,0.832,5,Left
291,marketing,0,0.759,6,0,low,0.16,4,Left
133,support,0,0.548,2,0,low,0.386,3,Left
267,support,1,0.774,5,0,low,0.696,2,Employed
239,management,0,0.937,3,0,medium,0.758,2,Employed
187,sales,0,0.668,5,0,medium,0.666,2,Employed
245,IT,0,0.969,5,0,low,0.916,5,Left
266,engineering,0,0.534,3,0,medium,0.556,2,Employed
217,support,0,0.53,3,0,medium,0.782,3,Employed
232,management,0,0.95,6,0,high,0.839,5,Employed
225,support,0,0.73,3,0,medium,1,2,Employed
152,support,0,0.766,6,0,low,0.133,2,Left
286,"",0,0.821,6,0,low,0.74,4,Left
135,finance,0,0.461,2,0,low,0.374,3,Left
181,marketing,0,0.786,4,0,low,0.752,4,Employed
125,"",0,0.99,4,0,low,0.477,3,Employed
269,finance,0,0.826,6,0,medium,0.117,4,Left
129,marketing,0,0.856,2,0,medium,0.92,5,Employed
156,sales,0,0.812,4,0,medium,0.984,2,Employed
209,sales,0,0.968,3,0,high,0.67,3,Employed
268,support,1,0.918,5,0,medium,0.443,3,Employed
245,product,0,0.73,4,0,medium,0.545,3,Employed
197,IT,0,0.566,4,0,medium,0.623,7,Employed
156,product,0,0.749,3,0,medium,0.554,3,Employed
174,engineering,0,0.924,4,0,low,0.75,2,Employed
259,sales,0,0.6,5,0,medium,0.517,2,Employed
233,sales,0,0.895,4,0,medium,0.56,7,Employed
225,marketing,0,0.843,4,0,low,0.921,8,Employed
223,finance,1,0.494,3,0,low,0.52,2,Employed
253,procurement,1,0.736,3,0,medium,0.761,4,Employed
225,"",0,0.657,3,0,medium,0.532,3,Employed
142,support,1,0.381,4,0,low,0.477,10,Employed
208,management,0,0.577,5,0,medium,0.769,3,Employed
165,IT,0,0.439,6,0,medium,0.421,4,Employed
174,finance,0,0.676,4,0,low,0.769,3,Employed
257,support,0,0.942,3,0,medium,1,4,Employed
152,finance,1,0.777,4,0,low,0.932,3,Employed
242,sales,0,0.963,5,0,low,0.811,5,Left
133,information_technology,0,0.98,2,0,low,0.675,4,Employed
132,engineering,1,0.748,6,0,medium,0.166,4,Employed
169,IT,0,0.824,4,0,medium,0.522,6,Employed
137,sales,0,0.981,6,0,low,1,10,Employed
213,support,0,0.73,4,0,medium,0.867,3,Employed
248,sales,1,0.52,4,0,low,0.693,2,Employed
150,product,0,0.73,2,0,low,0.477,3,Left
235,engineering,0,0.54,2,0,medium,0.491,2,Employed
238,engineering,0,0.94,5,0,low,0.789,6,Left
237,engineering,0,0.767,3,0,medium,0.589,3,Employed
232,engineering,0,1,5,0,medium,0.854,5,Left
236,engineering,0,0.957,4,0,low,0.65,3,Employed
147,engineering,0,0.549,4,0,low,0.653,4,Employed
236,engineering,0,0.875,5,0,medium,0.786,6,Left
156,IT,0,0.528,2,0,medium,0.458,3,Left
240,engineering,1,0.926,4,0,medium,0.413,5,Employed
66,temp,1,0.73,2,0,low,0.669,3,Employed
141,management,0,0.48,2,0,low,0.469,3,Left
264,support,0,0.567,2,0,low,0.813,2,Employed
148,sales,0,0.773,3,0,high,0.874,4,Employed
181,procurement,0,0.754,4,0,medium,0.585,3,Employed
98,support,0,0.73,3,0,medium,0.85,3,Employed
188,support,0,1,3,0,medium,0.588,5,Employed
231,engineering,0,0.714,3,0,medium,0.649,4,Employed
267,sales,1,0.73,4,0,low,0.699,2,Employed
258,finance,0,0.987,4,0,low,0.895,5,Left
187,sales,0,0.614,4,0,low,0.529,3,Employed
231,product,1,0.641,3,0,low,0.754,2,Employed
154,support,0,0.539,2,0,low,0.459,3,Left
160,engineering,0,0.78,5,0,medium,0.926,3,Employed
175,IT,0,0.73,3,0,low,0.514,3,Employed
266,engineering,0,0.73,5,0,low,0.557,3,Employed
104,"",0,0.429,3,0,medium,0.596,2,Employed
235,sales,0,0.984,5,0,low,0.875,4,Employed
160,sales,0,0.73,4,0,medium,0.789,3,Employed
196,"",1,0.854,3,0,low,0.895,3,Employed
132,management,0,0.73,2,0,low,0.389,3,Left
134,sales,0,0.792,4,0,medium,0.62,3,Employed
145,sales,0,0.471,2,0,low,0.343,3,Left
189,sales,0,1,3,0,low,0.571,3,Employed
110,temp,0,0.73,2,0,medium,0.669,3,Employed
160,support,0,1,4,0,low,0.76,2,Employed
192,engineering,0,0.822,5,0,low,0.83,2,Employed
281,marketing,0,0.885,6,0,low,0.141,3,Employed
251,"",0,0.517,4,0,low,0.811,3,Employed
182,sales,0,0.73,4,0,medium,0.491,2,Employed
173,procurement,0,0.871,5,0,low,0.819,2,Employed
188,product,0,0.73,2,0,medium,0.484,3,Employed
154,sales,0,0.53,2,0,medium,0.333,3,Left
147,engineering,0,0.957,4,0,medium,0.841,3,Employed
251,support,0,0.562,3,0,medium,0.537,3,Employed
233,support,0,0.569,4,0,medium,0.689,2,Employed
167,support,0,0.732,2,0,medium,0.583,2,Employed
173,support,0,0.878,5,0,high,0.584,2,Employed
251,engineering,0,0.943,4,0,medium,0.94,5,Left
157,sales,0,0.585,3,0,medium,0.68,4,Employed
279,sales,0,0.835,6,0,low,0.69,4,Left
144,engineering,0,0.647,5,0,medium,0.236,6,Employed
225,information_technology,0,0.77,5,0,low,0.464,4,Employed
232,support,0,0.959,3,0,medium,0.54,2,Employed
195,support,0,0.652,5,0,low,0.923,6,Left
148,"",0,0.76,4,0,medium,0.138,5,Employed
275,support,0,0.923,6,0,low,0.11,4,Left
268,finance,0,0.892,3,0,medium,0.649,4,Employed
236,marketing,0,0.914,5,0,medium,0.74,5,Left
242,sales,1,0.635,3,0,low,0.931,5,Employed
161,sales,0,0.49,3,0,low,0.769,3,Employed
157,sales,0,0.73,2,0,low,0.391,3,Left
281,IT,0,0.474,4,0,low,0.746,3,Employed
215,admin,0,0.898,3,0,medium,0.572,2,Employed
281,finance,1,0.695,5,0,medium,0.191,4,Employed
245,product,1,0.839,5,0,medium,0.947,3,Employed
172,sales,0,0.6,5,0,medium,0.886,3,Employed
127,sales,0,0.617,4,0,low,0.178,8,Employed
205,product,0,0.931,3,0,high,0.729,3,Employed
196,admin,0,0.677,4,0,medium,0.817,2,Employed
133,admin,0,0.567,2,0,low,0.387,3,Left
298,IT,0,0.861,5,0,low,0.151,4,Left
161,sales,0,0.859,4,0,high,0.774,3,Employed
145,finance,0,1,4,0,medium,0.891,3,Employed
267,engineering,0,0.989,5,0,low,0.692,5,Left
238,product,0,0.918,5,0,low,0.79,5,Left
187,marketing,0,0.822,3,0,low,0.847,3,Employed
240,support,0,0.73,4,0,medium,0.694,2,Employed
149,finance,0,0.594,2,0,low,0.422,3,Left
147,sales,0,0.73,2,0,low,0.412,3,Left
181,marketing,0,0.73,4,0,medium,0.539,3,Employed
141,engineering,0,0.636,4,0,low,0.523,3,Employed
222,product,0,0.928,5,0,low,0.884,6,Left
153,sales,0,0.442,2,0,low,0.36,3,Left
192,engineering,1,0.456,5,0,medium,0.515,2,Employed
287,support,0,0.971,7,0,medium,0.79,4,Left
132,support,0,0.553,2,0,low,0.412,3,Left
245,"",0,0.925,5,0,low,0.261,4,Employed
168,sales,0,0.442,5,0,high,0.712,6,Employed
165,marketing,0,0.321,4,0,medium,0.67,6,Employed
267,product,0,0.965,4,0,low,0.812,5,Left
237,sales,1,0.829,3,0,low,0.971,4,Employed
222,engineering,0,0.58,3,0,low,0.772,4,Employed
168,finance,0,0.736,5,0,medium,0.71,2,Employed
222,IT,0,0.775,3,0,medium,0.732,3,Employed
141,sales,0,0.548,3,0,low,0.648,2,Employed
266,marketing,0,0.787,5,0,medium,0.694,3,Employed
260,finance,0,0.575,5,0,medium,0.824,2,Employed
157,sales,0,0.627,3,0,low,0.747,2,Employed
210,product,0,0.722,5,0,low,0.984,2,Employed
168,sales,0,0.728,4,0,high,0.82,3,Employed
143,sales,0,0.768,2,0,medium,0.582,6,Employed
149,sales,1,0.652,5,0,medium,0.138,7,Employed
198,engineering,0,0.811,3,0,low,0.813,2,Employed
147,management,1,0.573,2,0,low,0.439,3,Left
167,sales,0,0.712,5,0,low,0.681,2,Employed
270,sales,0,0.665,3,0,medium,0.55,2,Employed
209,engineering,0,0.584,3,0,low,0.768,3,Employed
178,support,0,0.73,4,0,medium,0.956,3,Employed
282,product,0,0.997,6,0,low,0.163,4,Employed
214,sales,0,0.55,4,0,low,0.519,3,Employed
230,sales,0,0.673,5,0,medium,0.596,3,Employed
259,sales,0,0.974,4,0,low,0.798,5,Left
280,engineering,0,0.822,6,0,low,0.93,3,Employed
153,product,0,0.569,2,0,medium,0.453,3,Left
154,support,0,0.941,4,0,medium,0.797,4,Employed
173,management,1,0.843,2,0,high,0.782,2,Employed
260,product,0,0.649,5,0,high,0.551,2,Employed
140,sales,0,0.56,4,0,low,0.525,2,Employed
137,product,1,0.94,6,0,low,0.981,8,Employed
206,"",0,0.865,4,0,medium,0.728,4,Left
259,product,0,0.591,3,0,low,0.919,3,Employed
224,sales,0,0.956,5,0,low,0.938,5,Left
176,management,0,0.529,4,0,medium,0.966,8,Employed
156,sales,0,0.73,2,0,medium,0.414,3,Left
269,sales,0,0.748,5,0,low,1,3,Employed
254,support,0,0.734,4,0,low,0.598,3,Employed
150,engineering,0,0.643,4,0,low,0.512,4,Employed
150,engineering,0,0.881,4,0,low,0.665,3,Employed
204,marketing,0,0.637,4,0,medium,0.542,4,Employed
258,finance,0,0.998,4,0,low,0.881,5,Left
264,IT,0,0.832,2,0,medium,1,3,Employed
266,sales,0,0.553,4,0,low,0.769,3,Employed
167,IT,0,0.73,3,0,medium,0.598,3,Employed
247,sales,0,0.736,4,0,medium,0.129,3,Employed
244,sales,0,0.882,4,0,low,0.53,3,Employed
171,IT,0,0.726,5,0,low,0.94,3,Employed
298,support,0,0.76,6,0,medium,0.46,4,Left
262,support,0,0.913,4,0,low,0.866,6,Left
160,engineering,0,0.569,5,0,medium,0.18,5,Employed
200,sales,0,0.927,4,0,medium,0.778,3,Employed
222,finance,1,0.73,4,0,high,0.763,2,Employed
196,marketing,1,0.891,4,0,high,1,2,Employed
241,IT,0,0.73,4,0,low,0.783,2,Employed
222,engineering,0,0.655,5,0,low,0.842,4,Employed
211,engineering,0,0.573,3,0,low,0.477,4,Employed
175,IT,0,0.73,5,0,low,0.797,3,Employed
265,engineering,0,0.836,5,0,medium,0.951,5,Left
270,finance,0,0.916,4,0,medium,0.835,10,Employed
261,sales,0,0.935,5,0,medium,0.791,6,Left
176,engineering,1,0.663,3,0,low,0.699,3,Employed
245,engineering,0,0.576,4,0,low,0.579,2,Employed
193,IT,1,0.357,3,0,low,0.291,3,Employed
132,IT,0,0.773,5,0,low,0.569,6,Left
129,support,0,0.41,2,0,medium,0.411,3,Left
196,support,1,0.764,5,0,low,0.216,5,Employed
151,engineering,1,0.588,5,0,low,0.242,4,Employed
239,engineering,1,0.771,4,0,medium,0.598,2,Employed
228,"",0,0.99,4,0,low,0.8,5,Left
267,management,0,0.897,7,0,medium,0.147,4,Left
126,temp,0,0.73,2,0,low,0.669,3,Employed
285,support,0,0.898,6,0,medium,0.136,4,Left
229,sales,0,0.854,6,0,medium,0.264,8,Employed
260,support,0,0.73,5,0,medium,0.987,3,Employed
156,sales,0,0.789,3,0,medium,0.491,7,Employed
225,sales,0,0.82,3,0,high,0.99,2,Employed
253,sales,0,0.87,6,0,medium,0.141,4,Left
194,sales,1,0.746,5,0,medium,1,7,Employed
286,sales,0,0.518,2,0,medium,0.576,3,Employed
126,engineering,0,0.51,2,0,low,0.47,3,Left
264,IT,0,0.923,6,0,low,0.158,4,Left
274,sales,0,0.78,3,0,medium,0.853,2,Employed
245,IT,0,0.68,3,0,low,0.582,4,Employed
148,marketing,0,1,3,0,low,0.922,3,Employed
123,finance,0,0.73,3,0,medium,0.473,3,Employed
128,support,0,0.575,5,0,low,1,5,Employed
242,product,0,0.55,3,0,low,0.617,3,Employed
224,IT,0,0.459,3,0,low,0.627,3,Employed
141,engineering,0,0.51,2,0,medium,0.392,3,Left
145,support,0,0.818,4,0,medium,0.685,4,Employed
206,information_technology,0,0.812,3,0,medium,0.577,4,Employed
151,management,0,0.73,4,0,medium,0.546,2,Employed
154,IT,1,0.839,3,0,low,0.95,3,Employed
164,IT,0,0.649,3,0,high,0.762,3,Employed
232,sales,0,0.437,5,0,medium,0.665,4,Employed
252,engineering,0,0.793,6,0,low,0.119,4,Left
147,product,0,0.445,4,0,medium,0.81,2,Employed
197,support,0,0.73,4,0,low,0.744,3,Employed
255,engineering,1,0.73,4,0,low,0.525,3,Employed
135,temp,0,0.73,2,0,low,0.669,3,Employed
272,IT,0,0.879,5,0,medium,0.772,5,Left
263,IT,0,0.548,5,0,medium,0.865,8,Employed
236,sales,1,0.764,3,0,medium,1,2,Employed
149,marketing,0,0.395,3,0,low,0.485,3,Employed
187,sales,0,0.61,5,0,low,0.578,2,Employed
244,support,0,0.848,4,0,high,1,3,Employed
140,admin,0,0.816,4,0,low,0.621,3,Employed
180,engineering,0,0.415,4,0,medium,0.524,3,Employed
247,engineering,0,0.869,5,0,medium,0.88,2,Employed
190,marketing,0,0.712,2,0,medium,0.521,8,Employed
171,finance,0,0.58,5,0,medium,0.575,2,Employed
227,sales,0,0.917,5,0,medium,0.394,5,Employed
142,marketing,0,0.783,4,0,medium,0.787,2,Employed
129,management,0,0.711,3,1,high,0.915,3,Employed
145,engineering,0,0.73,4,0,low,0.777,3,Employed
244,sales,0,0.73,4,0,low,0.484,3,Employed
195,sales,0,0.54,5,0,low,0.515,3,Employed
258,IT,0,0.787,5,0,low,0.51,2,Employed
263,management,0,0.958,4,0,medium,0.882,3,Employed
239,sales,1,1,3,0,medium,0.713,4,Employed
173,product,0,0.714,3,0,low,0.735,2,Employed
220,procurement,0,0.958,3,0,low,0.97,3,Employed
131,engineering,0,0.429,5,0,medium,0.95,6,Employed
287,engineering,0,0.962,6,0,medium,0.123,4,Left
183,sales,0,0.766,3,0,low,0.534,3,Employed
237,support,0,0.873,4,0,medium,0.845,3,Employed
247,sales,0,0.815,6,0,medium,0.163,4,Left
201,support,0,0.84,3,0,low,0.985,3,Employed
263,sales,0,0.612,5,0,high,0.958,3,Employed
286,product,0,0.814,6,0,low,0.16,4,Left
211,support,0,0.794,2,0,low,0.763,3,Left
185,engineering,1,0.539,4,0,medium,0.955,3,Employed
235,support,0,0.692,4,0,low,0.963,2,Employed
138,engineering,0,0.446,2,0,low,0.436,3,Left
238,engineering,0,0.85,4,0,low,0.969,2,Employed
263,finance,0,0.95,3,0,medium,0.754,3,Employed
228,sales,1,1,5,0,low,0.925,4,Employed
244,product,0,0.774,6,0,low,0.79,4,Left
151,sales,1,0.99,4,0,medium,0.882,3,Employed
179,engineering,0,0.56,2,0,low,0.475,2,Employed
150,sales,0,0.569,2,0,low,0.428,3,Left
153,management,0,0.724,3,0,high,0.942,10,Employed
257,IT,0,0.895,5,0,medium,0.94,3,Employed
205,engineering,0,0.649,4,0,medium,0.587,3,Employed
239,product,0,0.932,4,0,medium,0.867,2,Employed
177,sales,0,0.81,3,0,medium,0.821,3,Employed
198,marketing,0,0.5,3,0,medium,0.967,3,Employed
236,engineering,1,0.87,4,0,medium,0.959,4,Employed
270,"",0,0.856,3,0,medium,0.673,6,Employed
128,sales,0,0.477,2,0,low,0.443,3,Left
150,marketing,0,0.854,3,0,low,0.473,2,Employed
151,engineering,0,0.453,2,0,medium,0.469,3,Left
183,support,0,0.73,3,0,low,0.65,2,Employed
173,support,0,0.582,5,0,low,0.479,3,Employed
249,sales,0,0.984,4,0,medium,0.5,3,Employed
281,engineering,0,0.768,7,0,low,0.52,4,Left
208,sales,0,0.944,4,0,low,0.512,3,Employed
172,engineering,0,0.881,5,0,medium,0.63,2,Employed
275,management,0,0.483,4,0,medium,0.914,3,Employed
190,product,0,0.444,4,0,medium,0.431,3,Employed
180,"",0,0.594,3,0,low,0.794,2,Employed
261,engineering,0,0.987,4,0,low,0.738,3,Employed
220,finance,0,0.99,3,0,low,0.933,3,Employed
248,sales,0,0.438,2,0,medium,0.41,2,Left
135,sales,0,0.586,3,0,medium,0.569,2,Employed
257,product,1,0.673,2,0,low,0.74,2,Employed
185,management,0,0.751,6,1,high,0.357,3,Employed
145,sales,0,0.566,2,0,medium,0.47,3,Left
242,"",1,0.999,6,0,medium,0.895,3,Employed
158,sales,0,0.935,5,0,low,0.849,3,Employed
276,IT,0,0.861,4,0,medium,0.231,2,Employed
301,finance,0,0.844,6,0,low,0.83,4,Left
274,IT,0,0.95,4,0,low,0.858,5,Left
204,support,0,0.868,3,0,low,0.86,3,Employed
121,temp,0,0.73,1,0,medium,0.669,3,Employed
105,information_technology,0,0.73,2,0,low,0.337,3,Employed
194,sales,0,0.5,2,0,low,0.632,4,Employed
135,sales,0,0.442,5,0,medium,0.97,6,Employed
151,sales,0,0.764,6,0,low,0.365,3,Employed
130,IT,0,0.558,5,0,low,0.28,2,Employed
294,finance,0,0.612,6,0,low,0.62,4,Left
105,engineering,0,0.417,6,0,medium,0.28,6,Employed
139,sales,0,0.467,4,0,low,0.892,3,Employed
218,support,0,0.813,5,0,medium,0.534,3,Employed
151,product,0,0.73,4,0,medium,0.959,3,Employed
224,support,0,0.869,4,0,low,0.687,3,Employed
176,product,0,0.722,3,0,low,0.6,2,Employed
275,engineering,0,0.954,4,0,medium,0.842,5,Left
202,marketing,0,0.699,3,0,low,0.52,3,Employed
305,engineering,0,0.93,7,0,medium,0.56,4,Left
133,"",0,0.813,4,0,high,0.721,4,Employed
166,finance,1,1,3,0,medium,0.87,3,Employed
203,IT,1,0.73,3,0,medium,0.642,2,Employed
230,sales,0,0.544,2,0,medium,0.656,4,Employed
250,information_technology,0,0.834,5,0,medium,0.87,4,Left
237,support,0,0.62,4,0,medium,0.943,2,Employed
212,"",0,0.891,3,0,medium,0.599,3,Employed
275,sales,0,0.73,2,0,low,0.6,2,Employed
183,finance,0,0.948,5,0,high,0.188,5,Employed
161,"",0,0.954,3,0,medium,0.838,3,Employed
296,sales,0,0.878,7,0,low,0.64,4,Left
183,sales,1,0.522,3,0,low,0.955,2,Employed
187,management,1,0.594,4,0,high,0.946,4,Employed
245,sales,0,0.898,4,0,medium,0.928,4,Employed
